,anime_id,name,picture_medium,picture_large,status,rating,watched_episode,rewatching,last_updated,finish_date,start_date
99,4793,Pokemon: Pichu to Pikachu,https://cdn.myanimelist.net/images/anime/1075/97384.jpg,https://cdn.myanimelist.net/images/anime/1075/97384l.jpg,completed,0,1,False,2022-03-31T10:55:40+00:00,2022-03-31,
100,4794,Pokemon: Pikachu no Dokidoki Kakurenbo,https://cdn.myanimelist.net/images/anime/1225/97385.jpg,https://cdn.myanimelist.net/images/anime/1225/97385l.jpg,completed,0,1,False,2022-03-31T10:58:06+00:00,2022-03-31,
101,4874,Pokemon: Pikachu no Fuyuyasumi,https://cdn.myanimelist.net/images/anime/1052/97380.jpg,https://cdn.myanimelist.net/images/anime/1052/97380l.jpg,completed,0,2,False,2022-03-31T10:58:59+00:00,2022-03-31,
102,5526,Pokemon: Pikachu no Natsuyasumi,https://cdn.myanimelist.net/images/anime/1927/97383.jpg,https://cdn.myanimelist.net/images/anime/1927/97383l.jpg,completed,0,1,False,2022-03-31T10:57:31+00:00,2022-03-31,
103,4792,Pokemon: Pikachu Tankentai,https://cdn.myanimelist.net/images/anime/1488/97386.jpg,https://cdn.myanimelist.net/images/anime/1488/97386l.jpg,completed,0,1,False,2022-03-31T10:56:49+00:00,2022-03-31,
104,4795,Pokemon: Pikapika Hoshizora Camp,https://cdn.myanimelist.net/images/anime/1258/97387.jpg,https://cdn.myanimelist.net/images/anime/1258/97387l.jpg,completed,0,1,False,2022-03-31T10:56:33+00:00,2022-03-31,
105,1527,Pokemon: Senritsu no Mirage Pokemon,https://cdn.myanimelist.net/images/anime/1471/108232.jpg,https://cdn.myanimelist.net/images/anime/1471/108232l.jpg,completed,0,1,False,2022-03-31T10:55:53+00:00,2022-03-31,
106,6385,Pokemon: Yadoking no Ichinichi,https://cdn.myanimelist.net/images/anime/4/26239.jpg,https://cdn.myanimelist.net/images/anime/4/26239l.jpg,completed,0,1,False,2022-03-31T10:58:02+00:00,2022-03-31,
107,39292,Princess Connect! Re:Dive,https://cdn.myanimelist.net/images/anime/1810/106070.jpg,https://cdn.myanimelist.net/images/anime/1810/106070l.jpg,completed,7,13,False,2022-03-31T10:49:18+00:00,2022-03-31,
108,42670,Princess Connect! Re:Dive Season 2,https://cdn.myanimelist.net/images/anime/1906/117145.jpg,https://cdn.myanimelist.net/images/anime/1906/117145l.jpg,completed,8,12,False,2022-03-31T10:49:32+00:00,2022-03-31,
109,30296,Rakudai Kishi no Cavalry,https://cdn.myanimelist.net/images/anime/9/76493.jpg,https://cdn.myanimelist.net/images/anime/9/76493l.jpg,completed,7,12,False,2022-05-27T11:26:45+00:00,2022-05-27,
110,31240,Re:Zero kara Hajimeru Isekai Seikatsu,https://cdn.myanimelist.net/images/anime/1522/128039.jpg,https://cdn.myanimelist.net/images/anime/1522/128039l.jpg,on_hold,0,12,False,2022-10-08T00:55:36+00:00,,2022-03-26
111,37221,Release the Spyce,https://cdn.myanimelist.net/images/anime/1623/95617.jpg,https://cdn.myanimelist.net/images/anime/1623/95617l.jpg,completed,8,12,False,2022-05-06T11:33:05+00:00,2022-05-06,
112,32951,Rokudenashi Majutsu Koushi to Akashic Records,https://cdn.myanimelist.net/images/anime/8/85593.jpg,https://cdn.myanimelist.net/images/anime/8/85593l.jpg,completed,7,12,False,2022-06-27T07:28:08+00:00,2022-06-27,
113,20047,Sakura Trick,https://cdn.myanimelist.net/images/anime/2/56189.jpg,https://cdn.myanimelist.net/images/anime/2/56189l.jpg,completed,7,12,False,2022-05-06T11:33:11+00:00,2022-05-04,
114,37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,https://cdn.myanimelist.net/images/anime/1301/93586.jpg,https://cdn.myanimelist.net/images/anime/1301/93586l.jpg,completed,9,13,False,2022-09-04T19:26:18+00:00,2022-04-07,
115,38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,https://cdn.myanimelist.net/images/anime/1613/102179.jpg,https://cdn.myanimelist.net/images/anime/1613/102179l.jpg,completed,8,1,False,2022-07-15T04:02:37+00:00,2022-07-14,
116,47790,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",https://cdn.myanimelist.net/images/anime/1928/117620.jpg,https://cdn.myanimelist.net/images/anime/1928/117620l.jpg,completed,7,12,False,2022-06-07T10:30:56+00:00,2022-06-07,2022-06-07
